id	species	gene_names	gene_synonyms	description	term_ids	sources
52	ath	At2g20610|SUR1|AT2G20610|SUPERROOT 1	AT2G20610|SUR1|HLS3|RTY|ALF1|RTY1|SUPERROOT 1|HOOKLESS 3|ROOTY|ABERRANT LATERAL ROOT FORMATION 1|ROOTY 1|F23N11.7|F23N11_7|AT2G20610.1|AT2G20610.2	Abnormal lateral root formation.  Small, pale and fertile plants. wei2-1 partially suppresses rty1-1 phenotype. Segregates 1/4 of rty-like seedlings with epinastic cotyledons and numerous adventicious roots. double mutant plants are comparable to rty1-1 single mutants and adults are lethal. Segregates triple mutant plants. ethylene insensitivity of wei8 tar2 seedlings is partially alleviated by rty1. adult triple mutant plants are lethal. Segregates rty1-1 at less than 1/4, rty1-1 homozygotes show elevated DR5:GUS expression. phenotypic effects are best seen on 10 day old plants in soil, 5-7 day light-grown tissue cultures or 3 day dark-grown tissue cultures. mutant plants have short hypocotyls. leaves become chlorotic. epinastic cotyledons and true leaves. extreme proliferation of roots, inhibition of shoot growth. adventitious root meristems on hypocotyls and true leaves. for tissue in the dark, short, hookless hypocotyls and short roots are observed. increased IAA concentrations. rty seedlings are partially rescued by exogenous cytokinin.	GO:0010311|PATO:0001236|PATO:0000460|GO:0019761|GO:0001560|GO:0016020|GO:0016846|GO:0009684|GO:0048830|GO:0080108|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
53	ath	At5g18560|PUCHI|AT5G18560	AT5G18560|PUCHI|T28N17.40|T28N17_40	Abnormal lateral root formation.  shorter visible lateral roots at 9 days after germination. The proximal region of each lateral root in the mutant is significantly swollen and often bent. Growth and morphology of the primary root of the puchi mutant is normal.	GO:0010311|PATO:0001236|PATO:0000460|GO:0009908|GO:0010582|GO:0010102|GO:0005634|GO:0010432|GO:0010451|PO:0000013|PO:0000037|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009062|PO:0000016|PO:0020127|PO:0000084|PO:0025195|PO:0000229|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007098|PO:0007103|PO:0007115|PO:0007611|PO:0007616|PO:0001017|PO:0007601|PO:0007602	Plant PhenomeNET|TAIR
54	ath	At3g17170|RFC3|At1g77470|EMB2810|AT3G17170|AT1G77470	AT1G77470|RFC3|RFC5|EMB2810|replication factor C subunit 3|replication factor C 5|EMBRYO DEFECTIVE 2810|T5M16.6|T5M16_6|AT3G17170|REGULATOR OF FATTY-ACID COMPOSITION 3|K14A17.25	Abnormal lateral root formation in response to sucrose. Dwarf. Embryo defective-Preglobular. Narrow leaves. Narrow petals. Reduced fertility. Resistant to disease. Sensitive to SA. Null: Embryo defective. Preglobular. Knockdown: Dwarf. Narrow leaves and petals. Reduced fertility. Sensitive to SA. Resistant to disease.  altered composition of fatty acids in roots and seeds: increased oleic acid (18:0) and decreased linoleic (18:2) and linolenic (18:3) acids. fatty acid composition in leaves is similar to wt. produces lateral-root-primordium-like structures but does not form mature lateral roots.	GO:0010311|PATO:0001236|PATO:0000460|EO:0001015|PO:0000003|PATO:0000969|PO:0009009|PATO:0000051|PO:0009025|PATO:0000599|PO:0009032|PATO:0001834|GO:0009814|PATO:0001552|EO:0007357|PATO:0001549|CHEBI:16914|EO:0007187|GO:0031348|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
55	ath	At3g50060|MYB77|AT3G50060	AT3G50060|MYB77|myb domain protein 77|F3A4.140	Abnormal lateral root number in response to IAA. Abnormal lateral root number in response to IAA .  Reduced density of lateral roots. Decreased density of lateral roots. Synergistic interaction.	PO:0025025|PATO:0002083|PO:0020121|EO:0007074|GO:0048527|GO:0005515|GO:0009723|GO:0010200|GO:0009751|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0003011|PO:0020123|PO:0025256|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
56	ath	At5g27150|NHX1|AT5G27150|Na+/H+ exchanger 1	AT5G27150|NHX1|ATNHX|AT-NHX1|ATNHX1|Na+/H+ exchanger 1|T21B4.60|T21B4_60|NA(+)/H(+) ANTIPORTER|AT5G27150.1	Abnormal leaf growth.  Reduced monovalent cation-dependent proton transport activity.  Vacuoles isolated from leaves had a much lower Na+/H+ exchange activity.  Altered leaf development, with a reduction in the frequency of large epidermal cells and a reduction in overally leaf area compared to wt plants.	GO:0010338|PATO:0001236|PATO:0000460|GO:0006814|GO:0000325|GO:0005774|GO:0009651|GO:0010351|GO:0015385|GO:0005886|GO:0005515|GO:0005773|GO:0048366|GO:0055075|GO:0090333|GO:0015081|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
57	ath	At1g07630|PLL5|AT1G07630	AT1G07630|PLL5|pol-like 5|F24B9.31|F24B9_31	Abnormal leaf morphology.  Abnormal leaf shape- semidominant.	PO:0009025|PATO:0000051|PATO:0000460|GO:0005886|GO:0048366|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
58	ath	At2g28890|PLL4|AT2G28890	AT2G28890|PLL4|poltergeist like 4|F8N16.18|F8N16_18|PROTEIN PHOSPHATASE 2C	Abnormal leaf morphology.  Abnormal leaf shape and size.	PO:0009025|PATO:0000051|PATO:0000460|GO:0048366|GO:0005886|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
59	ath	At5g03790|LMI1|AT5G03790|HB51	AT5G03790|ATHB51|LMI1|HB51|LATE MERISTEM IDENTITY1|homeobox 51|F17C15.210	Abnormal leaf morphology. Base of rosette divided into leaflets. Abnormal leaf morphology. Base of rosette divided into leaflets.  No significant meristem identity defects or flowering time defects. Rosette leaves are divided at the base and form one or two leaflets. Enhanced meristem identity defect with respect to single lfy-10 mutant.  More secondary inflorescences formed, more bracts formed.  No enhancement of floral homeotic defects of lfy-10. lmi1-1 enhances meristem identity defects, strong increase in number of secondary inflorescences and bracts compared with lfy-10/+.	PO:0009025|PATO:0000051|PATO:0000460|PO:0000014|PATO:0001786|GO:0043565|GO:0009965|GO:0010434|GO:0010582|GO:0048510|GO:0045893|PO:0000037|PO:0009009|PO:0009010|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0025022|PO:0009001|PO:0009005|PO:0009047|PO:0000229|PO:0020128|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
60	ath	At3g04580|EIN4|AT3G04580	AT3G04580|EIN4|ETHYLENE INSENSITIVE 4|F7O18.5|F7O18_5	Abnormal leaf morphology. Insensitive to ethylene. Abnormal leaf morphology. Insensitive to ethylene.  ethylene insensitive.	PO:0009025|PATO:0000051|PATO:0000460|PO:0000003|PATO:0000513|CHEBI:18153|EO:0007068|GO:0004674|GO:0051740|GO:0004872|GO:0005783|GO:0010105|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0009001|PO:0025034|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0007131	Plant PhenomeNET|TAIR
61	ath	At5g67590|FRO1|AT5G67590	AT5G67590|FRO1|NDUFS4|FROSTBITE1|NADH:ubiquinone oxidoreductase Fe-S protein4|K9I9.16|K9I9_16	Abnormal leaf morphology. Reduced acclimation to low temperature. Abnormal leaf morphology. Reduced acclimation to low temperature.  Reduced capacity for cold acclimation, altered leaf morphology.	PO:0009025|PATO:0000051|PATO:0000460|GO:0009631|PATO:0000911|GO:0005739|GO:0005747|GO:0050897|GO:0006970|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
62	ath	At3g52280|GTE6|AT3G52280	AT3G52280|GTE6|general transcription factor group E6|T25B15.50	Abnormal leaf shape.  Round, shorter leaves. Defect in transition from juvenile to adult leaf shape.	PO:0009025|PATO:0000051|PATO:0000460|GO:0005634|GO:0006338|GO:0004402|PO:0000293	Plant PhenomeNET|TAIR
63	ath	At1g68480|JAG|AT1G68480	AT1G68480|JAG|JAGGED|T26J14.5|T26J14_5	Abnormal leaf  morphology. Abnormal petal morphology. Abnormal sepal morphology. Abnormal stamen morphology. Abnormal leaf, sepal, petal, and stamen morphology.  Plants with abnormally shaped organs including: serrated leaves (jagged edges), sepals contain cells of more homogenized shapes rather than the different sizes in wild-type, petals lack most of the blade region, slightly abnormal anthers and elongated style region that often causes splitting of the stigmatic region of the gynoecium. Vegetative organs have serrated margins.  Defects most pronounced in blade region.  Floral organs mostly affected in distal parts. Flowers subtended by bracts. In homozygotes, flowers often converted to leafy inflorescences. Strong enhancement of defects in leaf, stamen and carpel development compared with jag single mutants. Leaves have a serrated edge.  Sepals and petals are narrower and shorter than wt.  Mutant sepals develop jagged tissue at the tip.  Anthers are reduced with an altered shape and produce less pollen than wt.	PO:0009025|PATO:0000051|PATO:0000460|PO:0009032|PO:0009031|PO:0009029|GO:0010158|GO:0048653|GO:0048440|GO:0009965|GO:0005634|GO:0048443|GO:0009908|GO:0010093|PO:0000015|PO:0000017|PO:0000021|PO:0004703|PO:0004704|PO:0004705|PO:0000037|PO:0009009|PO:0009010|PO:0009046|PO:0009052|PO:0025022|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
64	ath	At1g66840|WEB2|AT1G66840|PMI2	AT1G66840|PMI2|WEB2|plastid movement impaired 2|WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 2|F4N21.22|F4N21_22	Abnormal light-responsive chloroplast movement.	GO:0009507|PATO:0001906|PATO:0000460|EO:0007196|GO:0009904|GO:0005515|GO:0009903|GO:0009637|GO:0005829|PO:0000013|PO:0000037|PO:0008019|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0000014|PO:0009005|PO:0000293|PO:0001054|PO:0001078|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
65	ath	At2g26570|WEB1|AT2G26570|WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1	AT2G26570|WEB1|WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1|T9J22.24|T9J22_24|AT2G26570.1	Abnormal light-responsive chloroplast movement.	GO:0009507|PATO:0001906|PATO:0000460|EO:0007196|GO:0005886|GO:0005515|GO:0009904|GO:0009903|GO:0005829|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000005|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001017	Plant PhenomeNET|TAIR
66	ath	At4g05190|AtK5|AT4G05190|ATK5|kinesin 5	AT4G05190|ATK5|kinesin 5|C17L7.110|C17L7_110|AT4G05190.1	Abnormal mitotic spindle morphogenesis.  Defect during early spindle formation. Beginning during prophase and lasting until late prometaphase, spindles of atk5-1 plants become abnormally elongated, are frequently bent, and have splayed poles by prometaphase. The period of spindle elongation during prophase and prometaphase is prolonged in atk5-1 cells.	GO:0072686|PATO:0001241|PATO:0000460|GO:0003777|GO:0000226|GO:0051225|GO:0005876|GO:0005634|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0020030|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
67	ath	At2g47760|ALG3|AT2G47760	AT2G47760|ALG3|AtALG3|asparagine-linked glycosylation 3|Arabidopsis thaliana asparagine-linked glycosylation 3|F17A22.15	Abnormal N-glycan composition. Abnormal N-glycan composition. No other phenotypes detected.  Attenuated calcium signaling response after MAMP exposure. Reduced ROS accumulation, flg22 induced MAPK activation. More resistant to MAMP induced growth inhibition.	PO:0000003|PATO:0000025|PATO:0000460|CHEBI:59520|GO:0006486|GO:0000033|GO:0005783|PO:0000013|PO:0000037|PO:0000230|PO:0008019|PO:0009005|PO:0009006|PO:0009009|PO:0009010|PO:0009025|PO:0009029|PO:0009030|PO:0009031|PO:0009032|PO:0009046|PO:0009047|PO:0009052|PO:0020030|PO:0020038|PO:0020100|PO:0020137|PO:0025022|PO:0025281|PO:0000084|PO:0025195|PO:0000293|PO:0001054|PO:0001078|PO:0001081|PO:0001185|PO:0004507|PO:0007064|PO:0007095|PO:0007098|PO:0007103|PO:0007115|PO:0007123|PO:0007611|PO:0007616|PO:0001016|PO:0001017	Plant PhenomeNET|TAIR
68	ath	At5g21150|AGO9|AT5G21150|ARGONAUTE 9	AT5G21150|AGO9|ARGONAUTE 9|T10F18.180|T10F18_180|AT5G21150.1	Abnormal ovule morphology (no effect on fertility). Increased percentage of abnormal ovules in homozygotes. Abnormal ovule morphology (no effect on fertility). Homozygotes are viable: Increased percentage of abnormal ovules.  A proportion of pre-meiotic ovules have two MMCs and have several abnormally enlarged sub-epidermal cells.Plants are fertile and show no signs of ovule or seed abortion.	PO:0020003|PATO:0000051|PATO:0000460|GO:0048481|GO:0005737|GO:0010529|GO:0035197|PO:0000037|PO:0009009|PO:0009010|PO:0009031|PO:0009032|PO:0009046|PO:0009052|PO:0025022|PO:0000005|PO:0000084|PO:0025195|PO:0025281|PO:0020047|PO:0001078|PO:0001185|PO:0004507|PO:0007611|PO:0007616|PO:0001017|PO:0001026|PO:0007619	Plant PhenomeNET|TAIR
69	ath	At5g06070|RBE|AT5G06070	AT5G06070|RBE|RAB|RABBIT EARS	Abnormal petal morphology.  Altered petal morphology. A wild-type flower has four petals of almost the same size and shape. A petal is flat from top to bottom, and the bottom part is narrow and greenish. In rbe-1, petals were deformed and their degree of morphological abnormality varied from a mild phenotype of a reduced blade at the top, an intermediate phenotype of spoon-shaped petals with a small blade and a short filamentous stalk at the base, to a severe phenotype of filaments only. In some cases, no petals or filaments were observed at the position of petal formation. . The epidermal cells on the lower surface of the filaments of rbe-1 had an irregular ridged structure similar to that of the lower surface of the wild type, but the cells were flattened and elliptic. The position of the filamentous petals was normal. that is, they were formed in the second whorl at a position between the medial and lateral sepals. Furthermore, in the small or spoon-shaped petals of rbe-1, the epidermal cells had a ridged structure and were smaller . This suggests that the position and identity of the aberrant-shaped petals of rbe was not altered. . Defective in petal development. petals are transformed to filamentous organs, or lost. ovules have shorter integuments than those of wild type, producing shorter siliques. reduced fertility. strong allele. Defective in sepal, petal, and ovule development. flowers sometimes produce more than four sepals and exhibit fusion between adjacent sepals. petals are often reduced in size or altered  in appearance, petals often absent or replaced by staminoid organs and filaments. altered integument growth in ovules. reduced fertility. During stage 3 of flower development, four sepal primordia are initiated in normal positions in rbe-3 mutants. However, early in stage 4 some rbe-3 sepal primordia have undergone extra growth along their margins and appear wider than normal. The tips of these primordia were sometimes not located in the middle of the primordia and the two sides of the primordia were not symmetrical. Continued uneven growth of these primordia became more pronounced during development. By stage 5, an organ that had presumably initiated as a single primordium now appeared as two fused primordia or two closely spaced and partially fused primordia. . In rbe-3 flowers, second-whorl petals are often reduced in size or altered in appearance. Petals with staminoid characteristics, stamens, filaments or the absence of organs can all be found in the second whorl of rbe-3 mutants. Mutant flowers sometimes produce more than four sepals and exhibit fusion between adjacent sepals. More than four sepals were observed in approximately 7% of rbe-3 flowers, while some degree of sepal fusion was observed in 35% of flowers (corresponding to 10% of all sepals). In rbe-3 flowers with more than four sepals, the extra sepal was thinner than the remaining four sepals. In some cases, one of the adjacent sepals was  also somewhat reduced in width. Sepal fusion can occur in the absence of more than four sepals. Sepal fusion was observed most often at the base of these organs and more rarely along their entire length. We measured the width of mature sepals to determine whether  sepal fusion might be due to wider organs. rbe-3 sepals were 12% wider than Landsberg erecta (Ler) sepals at maturity. Same phenotype as ag-1 single mutants with completely normal petals developing in the second whorl. In addition, sepal number was normal in these flowers and no cases of sepal fusion were observed. Double mutants had an increased number of sepals compared with either single mutant. In early arising flowers as many as eight sepals were present. In addition, fusion between sepals was observed in ant-4 rbe-3 mutants. Sepals in the double mutant were often fused along their entire length rather than just at their base as usually seen in rbe-3. . Mutant flowers also show a reduction in the overall number of second-whorl organs. In addition, fewer filaments and staminoid organs were present in the double mutant compared with rbe-3 single mutants. Reduced stamen number in the third whorl of ant-4 mutants was partially rescued by rbe-3. Additive phenotype in the first and fourth whorls. Second-whorl organs of the double mutant were more completely converted to stamens or were missing entirely. . The enhancement of the second-whorl phenotypes in these double mutants resulted from AG misexpression. In the double mutants, first-whorl carpels and staminoid carpels were often wider than in ap2-2. These organs had the appearance of several fused organs but were only connected to the base of the flower in the central part of the organ and were in a position normally occupied by a single organ. In addition, first-whorl organs were often fused along much of their length. All of the first-whorl organs were sometimes fused such that the fourth whorl carpel poked through a ring of tissue. Cells present along the margin of fusion resembled the epidermal cells normally present on the abaxial replum of wild-type carpels. . The number of first whorl organs in the double mutant was slightly increased compared with ap2-2 single mutants. No second-whorl organs were present in the double mutant and the third and fourth whorls had an additive phenotype. leaf curling similar to that in clf-2. Both clf-2 and clf-2 rbe-3 produced an average of 4.0 second-whorl organs per flower. In clf-2 mutants these were almost exclusively small petals whereas the average number of small petals in clf-2 rbe-3 was 1.37. Second-whorl petals were most often replaced by spoonshaped petals, staminoid petals, petaloid stamens or stamens. . Four distinct sepal primordia are initiated in a normal pattern during stage 3 of flower development as was seen previously for cuc2-1 and rbe-3 single mutants. Later growth of sepal primordia in the cuc2-1 rbe-3 double is uneven, similar to that seen in rbe-3 single mutants. An increased extent of sepal fusion in the cuc2-1 rbe-3 double mutant as compared with cuc2-1 was first observed during stage 6. In double mutant flowers, sepal fusion occurred more often and to a greater extent than in either single mutant. . Additive phenotype. The number of second-whorl organs was reduced in lug-1 rbe-3 double mutants and these remaining organs were primarily staminoid. Thus, rbe-3 enhanced the second-whorl phenotype of lug-1 mutants. The double mutant rarely produced any seeds, suggesting a more severe defect in female fertility in the double mutant compared with either single mutant. However, no enhancement of the outer integument growth defect was observed. Double-mutant flowers have a phenotype that is similar to ufo-11 flowers. Double mutant has the same phenotype as the ufo-2 single mutant. There is no increase in the number of filaments and/or staminoid organs in the double mutant as compared with ufo-2.	PO:0009032|PATO:0000051|PATO:0000460|GO:0009934|GO:0006355|GO:0009409|GO:0048441|GO:0005634|PO:0000021|PO:0009046|PO:0009052|PO:0020022|PO:0020023|PO:0007611|PO:0007616	Plant PhenomeNET|TAIR
