	id	species	gene_names	gene_synonyms	description	term_ids	sources
4390	4390	ath	AT1G10570		The ots1-1 ots2-1 double mutant plants flower earlier than wild type plants under long days and short days. They do not differ notably from wild type plants with respect to their overall growth rate, inflorescence structure, or seedling primary root elongation rate. But, they are hypersensitive to salt based on root elongation assays. They also have a higher level of SUMOylated proteins than wild type seedlings exposed to salt stress. ots2-1 mutants flower at the same time as wild-type plants when grown under long day conditions and appear phenotypically normal. However, there are abnormal phenotypes associated with the ots1-1 ots1-2 double mutant.		TAIR
4389	4389	ath	AT1G10550		No visible phenotype.		TAIR
4388	4388	ath	AT1G10390		When grown long days dra2-1 plants display  small rosettes, short flowering stems and siliques and a general weak aspect. Plants were early flowering under both long- and short- day conditions. Seedlings grown under continuous white light have long hypocotyls and strongly hyponastic cotyledons. The seedling response to W+FR in terms of hypocotyl, cotyledon and primary leaf elongation was attenuated in dra2-1.		TAIR
4387	4387	ath	AT1G10070		High levels of free branched-chain amino acids in mature seeds and leaves subjected to prolonged darkness.		TAIR
4386	4386	ath	AT1G10060		No visible phenotype.		TAIR
4385	4385	ath	AT1G09780		Vegetative and reproductive growth are greatly reduced with respect to wild type. Pale reticulate leaf phenotype.  Double mutants are self-sterile due to failure to produce pollen grains.		TAIR
4384	4384	ath	AT1G09730		Late flowering. Mutant exhibits abnormal floral structures and embryo development. Homozygous mutant exhibits abnormal floral structures and embryo development. spf1 spf2 double mutants exhibit severe abnormalities in microgametogenesis, megagametogenesis and embryo development.		TAIR
4383	4383	ath	AT1G09680		Both heterozygoytes and homozygotes have a WT phenotype.		TAIR
4382	4382	ath	AT1G09575		Reduced root length and abnormal mitochondria.		TAIR
4381	4381	ath	AT1G09560		No increased tolerance to arsenic compared to wild type.		TAIR
4380	4380	ath	AT1G09550		Embryo lethal. Embryos arrest at globular stage.		TAIR
4379	4379	ath	AT1G09517		Segregates 25% embryo lethal. Leaves abnormally shaped (serrated).		TAIR
4378	4378	ath	AT1G09470		atneap1 atneap3 double- knockout showed significantly reduced primary root growth from day 2 to day 8 post-germination.		TAIR
4352	4352	ath	AT1G06770		There are no obvious morphological defects in the drip1-1 mutant, but the drip1-1 drip 2-1 double mutant has altered gene expression levels and dehydration tolerance. In addition, higher levels of GFP-DREB2A protein are observed in drip1-1 mutants than in wild type seedlings transformed with the same construct. drip1-1 drip1-2 double mutants are developmentally delayed and bolt, flower, and set seed later than wild type plants. However, their overall size can exceed that of wild type plants if they receive adequate water. The transcript profile of these mutants differs from wild type under normal conditions, and in response to dehydration stress. Levels of numerous stress-inducible transcripts are increased in the double mutant. In addition, the double mutants appear to be more tolerant to dehydration stress than wild type plants, based on ion leakage assays and recovery after dehydration stress experiments.		TAIR
6613	6613	ath	EMB1528		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
6614	6614	ath	EMB1529		embryo defective. terminal embryo phenotype: globular stage.		TAIR
6615	6615	ath	EMB153		developmental arrest of mutant embryos occurs at globular stage. white seeds. white embryo. 26.9% mutant. 51.4% aborted seeds in top half of silique.		TAIR
7124	7124	ath	EMB2222		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7125	7125	ath	EMB2223		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7126	7126	ath	EMB2224		embryo defective. terminal embryo phenotype: variable.		TAIR
7127	7127	ath	EMB2226		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7128	7128	ath	EMB2227		embryo defective. further details not available.		TAIR
7129	7129	ath	EMB2228		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7130	7130	ath	EMB2229		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7131	7131	ath	EMB223		developmental arrest of mutant embryos occurs at globular stage. pale yellow-green seeds. white to pale yellow-green embryos. 26.3% mutant.		TAIR
7132	7132	ath	EMB2230		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7123	7123	ath	EMB222		developmental arrest of mutant embryos occurs at transition, globular, heart, elongate stage. white seeds and embryos.24.2% mutant. 45.3% aborted seeds in top half of silique.		TAIR
7133	7133	ath	EMB2233		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7135	7135	ath	EMB2237		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7136	7136	ath	EMB2238		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7137	7137	ath	EMB2239		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7138	7138	ath	EMB224		developmental arrest of mutant embryos occurs at large heart stage. white seeds. white embryo. 24.7% mutant. 54.8% aborted seeds in top half of silique.		TAIR
7139	7139	ath	EMB2240		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7140	7140	ath	EMB2241		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7141	7141	ath	EMB2242		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7142	7142	ath	EMB2244		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7143	7143	ath	EMB2245		embryo defective. terminal embryo phenotype: zygotic/preglobular stage.		TAIR
7134	7134	ath	EMB2236		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7144	7144	ath	EMB2246		embryo defective. terminal embryo phenotype: variable.		TAIR
7122	7122	ath	EMB2216		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7120	7120	ath	EMB2214		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7100	7100	ath	EMB2182		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7101	7101	ath	EMB2186		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7102	7102	ath	EMB2187		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7103	7103	ath	EMB2188		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7104	7104	ath	EMB2189		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7105	7105	ath	EMB2190		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7106	7106	ath	EMB2192		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7107	7107	ath	EMB2193		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7108	7108	ath	EMB2194		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7121	7121	ath	EMB2215		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7109	7109	ath	EMB2198		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7111	7111	ath	EMB2200		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7112	7112	ath	EMB2201		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7113	7113	ath	EMB2202		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7114	7114	ath	EMB2206		embryo defective. terminal embryo phenotype: variable.		TAIR
7115	7115	ath	EMB2209		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7116	7116	ath	EMB2210		embryo defective. terminal embryo phenotype: variable.		TAIR
7117	7117	ath	EMB2211		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7118	7118	ath	EMB2212		embryo defective. terminal embryo phenotype: variable.		TAIR
7119	7119	ath	EMB2213		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7110	7110	ath	EMB2199		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7099	7099	ath	EMB2181		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7145	7145	ath	EMB2248		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7147	7147	ath	EMB225		developmental arrest of mutant embryos occurs at small globular stage, altered suspensor. pale yellow-green to pale green seeds. white to pale yellow-green embryo. 25.3% mutant. 53.6% aborted seeds in top half of silique.		TAIR
7172	7172	ath	EMB2293		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7173	7173	ath	EMB2294		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7174	7174	ath	EMB2295		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7175	7175	ath	EMB2297		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7176	7176	ath	EMB2298		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7177	7177	ath	EMB230		developmental arrest of mutant embryos occurs at early globular stage. white seeds and embryos.		TAIR
7178	7178	ath	EMB2300		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7179	7179	ath	EMB2302		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7180	7180	ath	EMB2303		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7171	7171	ath	EMB2292		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7181	7181	ath	EMB2304		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7183	7183	ath	EMB2306		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7184	7184	ath	EMB2308		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7185	7185	ath	EMB2309		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7186	7186	ath	EMB2310		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7187	7187	ath	EMB2311		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7188	7188	ath	EMB2312		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7189	7189	ath	EMB2314		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7190	7190	ath	EMB2315		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7191	7191	ath	EMB2316		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7182	7182	ath	EMB2305		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7146	7146	ath	EMB2249		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7170	7170	ath	EMB2286		embryo defective. terminal embryo phenotype: zygotic/preglobular stage.		TAIR
7168	7168	ath	EMB2281		embryo defective. terminal embryo phenotype: zygotic/preglobular stage.		TAIR
7148	7148	ath	EMB2251		embryo defective. terminal embryo phenotype: variable.		TAIR
7149	7149	ath	EMB2254		embryo defective. terminal embryo phenotype: zygotic/preglobular stage.		TAIR
7150	7150	ath	EMB2256		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7151	7151	ath	EMB2257		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7152	7152	ath	EMB2258		embryo defective. terminal embryo phenotype: variable.		TAIR
7153	7153	ath	EMB2259		embryo defective. terminal embryo phenotype: variable.		TAIR
7154	7154	ath	EMB2260		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7155	7155	ath	EMB2262		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7156	7156	ath	EMB2263		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7169	7169	ath	EMB2285		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7157	7157	ath	EMB2264		embryo defective. terminal embryo phenotype: variable.		TAIR
7159	7159	ath	EMB2266		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7160	7160	ath	EMB2269		embryo defective. terminal embryo phenotype: variable.		TAIR
7161	7161	ath	EMB2272		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7162	7162	ath	EMB2273		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7163	7163	ath	EMB2274		embryo defective. terminal embryo phenotype: variable.		TAIR
7164	7164	ath	EMB2275		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7165	7165	ath	EMB2277		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7166	7166	ath	EMB2278		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7167	7167	ath	EMB2280		embryo defective. terminal embryo phenotype: variable.		TAIR
7158	7158	ath	EMB2265		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7098	7098	ath	EMB2179		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7097	7097	ath	EMB2178		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7096	7096	ath	EMB2177		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7027	7027	ath	EMB2090		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7028	7028	ath	EMB2091		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7029	7029	ath	EMB2092		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7030	7030	ath	EMB2093		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7031	7031	ath	EMB2094		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7032	7032	ath	EMB2095		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7033	7033	ath	EMB2096		embryo defective. further details not available.		TAIR
7034	7034	ath	EMB2097		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7035	7035	ath	EMB2098		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7026	7026	ath	EMB209		developmental arrest of mutant embryos occurs at globular-linear stage. monocots and tricots occur. pale yellow-green seeds. pale yellow-green to pale green embryo. 23.9% mutant. 49.3% aborted seeds in top half of silique.		TAIR
7036	7036	ath	EMB2099		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7038	7038	ath	EMB2100		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7039	7039	ath	EMB2102		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7040	7040	ath	EMB2104		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7041	7041	ath	EMB2109		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7042	7042	ath	EMB2110		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7043	7043	ath	EMB2111		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7044	7044	ath	EMB2112		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7045	7045	ath	EMB2113		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7046	7046	ath	EMB2114		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7037	7037	ath	EMB210		developmental arrest of mutant embryos occurs at globular-linear stage, monocotyledonous. pale yellow-green seeds. white to pale green embryo. 23.8% mutant. 52.9% aborted seeds in top half of silique.		TAIR
7047	7047	ath	EMB2115		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7025	7025	ath	EMB2089		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7023	7023	ath	EMB2082		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7003	7003	ath	EMB2057		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7004	7004	ath	EMB2058		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7005	7005	ath	EMB2060		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7006	7006	ath	EMB2061		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7007	7007	ath	EMB2062		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7008	7008	ath	EMB2063		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7009	7009	ath	EMB2064		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7010	7010	ath	EMB2065		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7011	7011	ath	EMB2066		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7024	7024	ath	EMB2085		embryo defective. terminal embryo phenotype: zygotic/preglobular stage.		TAIR
7012	7012	ath	EMB2067		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7014	7014	ath	EMB2069		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7015	7015	ath	EMB2072		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7016	7016	ath	EMB2073		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7017	7017	ath	EMB2074		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7018	7018	ath	EMB2077		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7019	7019	ath	EMB2078		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7020	7020	ath	EMB2079		embryo defective. terminal embryo phenotype: variable.		TAIR
7021	7021	ath	EMB208		developmental arrest of mutant embryos occurs at early preglobular stage. white seeds. 20.9% mutant.		TAIR
7022	7022	ath	EMB2080		embryo defective. terminal embryo phenotype: variable.		TAIR
7013	7013	ath	EMB2068		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7048	7048	ath	EMB2117		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7049	7049	ath	EMB2118		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7050	7050	ath	EMB2119		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7076	7076	ath	EMB2149		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7077	7077	ath	EMB215		developmental arrest of mutant embryos occurs at variable preglobular, globular stage. white seeds and embryos. 33.0% mutant.		TAIR
7078	7078	ath	EMB2150		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7079	7079	ath	EMB2151		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7080	7080	ath	EMB2152		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7081	7081	ath	EMB2153		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7082	7082	ath	EMB2154		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7083	7083	ath	EMB2156		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7084	7084	ath	EMB2157		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7075	7075	ath	EMB2148		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7085	7085	ath	EMB2160		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7087	7087	ath	EMB2162		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7088	7088	ath	EMB2163		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7089	7089	ath	EMB2164		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7090	7090	ath	EMB2165		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7091	7091	ath	EMB2168		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7092	7092	ath	EMB2169		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7093	7093	ath	EMB2172		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7094	7094	ath	EMB2174		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7095	7095	ath	EMB2175		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7086	7086	ath	EMB2161		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7074	7074	ath	EMB2147		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7073	7073	ath	EMB2146		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7072	7072	ath	EMB2145		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7051	7051	ath	EMB2122		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7052	7052	ath	EMB2123		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7053	7053	ath	EMB2124		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7054	7054	ath	EMB2125		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7055	7055	ath	EMB2126		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7056	7056	ath	EMB2127		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7057	7057	ath	EMB2128		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7058	7058	ath	EMB2129		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7059	7059	ath	EMB2130		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7060	7060	ath	EMB2131		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7061	7061	ath	EMB2132		embryo defective. terminal embryo phenotype: variable.		TAIR
7062	7062	ath	EMB2133		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7063	7063	ath	EMB2134		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7064	7064	ath	EMB2135		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7065	7065	ath	EMB2136		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7066	7066	ath	EMB2137		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7067	7067	ath	EMB2138		embryo defective. terminal embryo phenotype: variable.		TAIR
7068	7068	ath	EMB2141		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7069	7069	ath	EMB2142		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7070	7070	ath	EMB2143		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7071	7071	ath	EMB2144		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7192	7192	ath	EMB2317		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7193	7193	ath	EMB2318		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7194	7194	ath	EMB2319		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7195	7195	ath	EMB232		developmental arrest of mutant embryos occurs at heart-linear stage, distorted. tricotyledonous. white to pale yellow-green seeds. white embryo. 25.5% mutant. 53.8% aborted seeds in top half of silique.		TAIR
7317	7317	ath	EMB2508		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7318	7318	ath	EMB2510		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7319	7319	ath	EMB2511		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7320	7320	ath	EMB2517		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7321	7321	ath	EMB2518		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7322	7322	ath	EMB2519		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7323	7323	ath	EMB2520		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7324	7324	ath	EMB2521		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7325	7325	ath	EMB2522		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7316	7316	ath	EMB2507		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7326	7326	ath	EMB2524		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7328	7328	ath	EMB2526		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7329	7329	ath	EMB2527		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7330	7330	ath	EMB2528		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7331	7331	ath	EMB2529		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7332	7332	ath	EMB2530		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7333	7333	ath	EMB2531		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7334	7334	ath	EMB2535		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7335	7335	ath	EMB2536		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7336	7336	ath	EMB2537		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7327	7327	ath	EMB2525		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7337	7337	ath	EMB2538		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7315	7315	ath	EMB2506		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7313	7313	ath	EMB2503		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7293	7293	ath	EMB2468		embryo defective. terminal embryo phenotype: transition stage.		TAIR
7294	7294	ath	EMB2472		embryo defective. terminal embryo phenotype: globular stage.		TAIR
7295	7295	ath	EMB2475		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7296	7296	ath	EMB2478		embryo defective. terminal embryo phenotype: zygotic/preglobular stage.		TAIR
7297	7297	ath	EMB2479		embryo defective. terminal embryo phenotype: preglobular stage.		TAIR
7298	7298	ath	EMB2480		embryo defective. terminal embryo phenotype: cotyledon stage.		TAIR
7299	7299	ath	EMB2482		embryo defective. terminal embryo phenotype: preglobular/globular stage.		TAIR
7300	7300	ath	EMB2483		embryo defective. terminal embryo phenotype: globular stage.		TAIR
